,participant_id,Q1_province,Q1a_urban_rural,Q2_canadian_tenure,Q3_generation,Q5_identity_connection,Q11_tagline_text_combined,cleaned_text_tagline,main_topic_tagline,main_topic_label_tagline,main_topic_keywords_tagline,main_sentiment_tagline,main_topics_tagline,main_topic_keywords_tagline_list,count_tagline
892,a6c3a8e6-bcfd-45f4-8504-11d9183a8ded,Quebec,Urban (big city or downtown area),20+ years,Gen X (born ~1965–1980),Very connected,The greatest place on earth,greatest place earth,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Canada & National Identity,nation,1
892,a6c3a8e6-bcfd-45f4-8504-11d9183a8ded,Quebec,Urban (big city or downtown area),20+ years,Gen X (born ~1965–1980),Very connected,The greatest place on earth,greatest place earth,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Canada & National Identity, country,1
892,a6c3a8e6-bcfd-45f4-8504-11d9183a8ded,Quebec,Urban (big city or downtown area),20+ years,Gen X (born ~1965–1980),Very connected,The greatest place on earth,greatest place earth,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Miscellaneous / Other, culture,1
892,a6c3a8e6-bcfd-45f4-8504-11d9183a8ded,Quebec,Urban (big city or downtown area),20+ years,Gen X (born ~1965–1980),Very connected,The greatest place on earth,greatest place earth,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Miscellaneous / Other, resource,1
893,98e2e8d2-e8c2-406d-ae44-dfb32b0e2df3,Quebec,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Very connected,Not prepared to answer this significantly enough. Maybe we're going to do better this time.,prepared answer significantly enough maybe going better time,18,Ensure & Safe & Prepared & Guard,"ensure, safe, prepared, guard",POSITIVE,Miscellaneous / Other,ensure,1
893,98e2e8d2-e8c2-406d-ae44-dfb32b0e2df3,Quebec,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Very connected,Not prepared to answer this significantly enough. Maybe we're going to do better this time.,prepared answer significantly enough maybe going better time,18,Ensure & Safe & Prepared & Guard,"ensure, safe, prepared, guard",POSITIVE,Miscellaneous / Other, safe,1
893,98e2e8d2-e8c2-406d-ae44-dfb32b0e2df3,Quebec,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Very connected,Not prepared to answer this significantly enough. Maybe we're going to do better this time.,prepared answer significantly enough maybe going better time,18,Ensure & Safe & Prepared & Guard,"ensure, safe, prepared, guard",POSITIVE,Miscellaneous / Other, prepared,1
893,98e2e8d2-e8c2-406d-ae44-dfb32b0e2df3,Quebec,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Very connected,Not prepared to answer this significantly enough. Maybe we're going to do better this time.,prepared answer significantly enough maybe going better time,18,Ensure & Safe & Prepared & Guard,"ensure, safe, prepared, guard",POSITIVE,Miscellaneous / Other, guard,1
894,04e93308-8178-4693-b57e-14bd1d3aa70e,Quebec,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,"A country that was built by immigrants wanting a better life, prosperity and freedom.",country wa built immigrant wanting better life prosperity freedom,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Canada & National Identity,canada,1
894,04e93308-8178-4693-b57e-14bd1d3aa70e,Quebec,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,"A country that was built by immigrants wanting a better life, prosperity and freedom.",country wa built immigrant wanting better life prosperity freedom,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Canada & National Identity, canadian,1
894,04e93308-8178-4693-b57e-14bd1d3aa70e,Quebec,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,"A country that was built by immigrants wanting a better life, prosperity and freedom.",country wa built immigrant wanting better life prosperity freedom,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Miscellaneous / Other, wa,1
894,04e93308-8178-4693-b57e-14bd1d3aa70e,Quebec,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,"A country that was built by immigrants wanting a better life, prosperity and freedom.",country wa built immigrant wanting better life prosperity freedom,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Miscellaneous / Other, value,1
895,d38dec84-8f07-4c1b-a1e2-af920f2e5e0a,Ontario,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Very connected,Unsure,ensure,18,Ensure & Safe & Prepared & Guard,"ensure, safe, prepared, guard",NEUTRAL,Miscellaneous / Other,ensure,1
895,d38dec84-8f07-4c1b-a1e2-af920f2e5e0a,Ontario,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Very connected,Unsure,ensure,18,Ensure & Safe & Prepared & Guard,"ensure, safe, prepared, guard",NEUTRAL,Miscellaneous / Other, safe,1
895,d38dec84-8f07-4c1b-a1e2-af920f2e5e0a,Ontario,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Very connected,Unsure,ensure,18,Ensure & Safe & Prepared & Guard,"ensure, safe, prepared, guard",NEUTRAL,Miscellaneous / Other, prepared,1
895,d38dec84-8f07-4c1b-a1e2-af920f2e5e0a,Ontario,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Very connected,Unsure,ensure,18,Ensure & Safe & Prepared & Guard,"ensure, safe, prepared, guard",NEUTRAL,Miscellaneous / Other, guard,1
896,3e2acd02-aae2-42ac-be0e-a5509b87da5a,Quebec,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Somewhat connected,"A country that began through participation in War, became the catalyst and architect of World peace and fair economics.",country began participation war became cataclysm architect world peace fair economics,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Canada & National Identity,nation,1
896,3e2acd02-aae2-42ac-be0e-a5509b87da5a,Quebec,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Somewhat connected,"A country that began through participation in War, became the catalyst and architect of World peace and fair economics.",country began participation war became cataclysm architect world peace fair economics,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Canada & National Identity, country,1
896,3e2acd02-aae2-42ac-be0e-a5509b87da5a,Quebec,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Somewhat connected,"A country that began through participation in War, became the catalyst and architect of World peace and fair economics.",country began participation war became cataclysm architect world peace fair economics,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Miscellaneous / Other, culture,1
896,3e2acd02-aae2-42ac-be0e-a5509b87da5a,Quebec,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Somewhat connected,"A country that began through participation in War, became the catalyst and architect of World peace and fair economics.",country began participation war became cataclysm architect world peace fair economics,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Miscellaneous / Other, resource,1
897,303b0e9e-1ff2-4c47-82cb-70733bf8faae,Quebec,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Somewhat connected,"We (UK/France) invaded an indigenous country, stole the land and resources, and tried, quite successfully, to kill them and their culture off. ",france invaded indigenous country stole land resource tried quite successfully kill culture,45,Sovereignty & Blue & Creativity & Environmentalist,"sovereignty, blue, creativity, environmentalist",POSITIVE,Freedom & Sovereignty,sovereignty,1
897,303b0e9e-1ff2-4c47-82cb-70733bf8faae,Quebec,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Somewhat connected,"We (UK/France) invaded an indigenous country, stole the land and resources, and tried, quite successfully, to kill them and their culture off. ",france invaded indigenous country stole land resource tried quite successfully kill culture,45,Sovereignty & Blue & Creativity & Environmentalist,"sovereignty, blue, creativity, environmentalist",POSITIVE,Miscellaneous / Other, blue,1
897,303b0e9e-1ff2-4c47-82cb-70733bf8faae,Quebec,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Somewhat connected,"We (UK/France) invaded an indigenous country, stole the land and resources, and tried, quite successfully, to kill them and their culture off. ",france invaded indigenous country stole land resource tried quite successfully kill culture,45,Sovereignty & Blue & Creativity & Environmentalist,"sovereignty, blue, creativity, environmentalist",POSITIVE,Miscellaneous / Other, creativity,1
897,303b0e9e-1ff2-4c47-82cb-70733bf8faae,Quebec,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Somewhat connected,"We (UK/France) invaded an indigenous country, stole the land and resources, and tried, quite successfully, to kill them and their culture off. ",france invaded indigenous country stole land resource tried quite successfully kill culture,45,Sovereignty & Blue & Creativity & Environmentalist,"sovereignty, blue, creativity, environmentalist",POSITIVE,Environmental Concerns, environmentalist,1
898,327561fd-9c5e-4ed0-befa-ff25a2ca1774,British Columbia,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Very connected,Opportunity for greatness lost to woke ideology,opportunity greatness lost woke ideology,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEUTRAL,Canada & National Identity,nation,1
898,327561fd-9c5e-4ed0-befa-ff25a2ca1774,British Columbia,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Very connected,Opportunity for greatness lost to woke ideology,opportunity greatness lost woke ideology,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEUTRAL,Canada & National Identity, country,1
898,327561fd-9c5e-4ed0-befa-ff25a2ca1774,British Columbia,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Very connected,Opportunity for greatness lost to woke ideology,opportunity greatness lost woke ideology,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEUTRAL,Miscellaneous / Other, culture,1
898,327561fd-9c5e-4ed0-befa-ff25a2ca1774,British Columbia,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Very connected,Opportunity for greatness lost to woke ideology,opportunity greatness lost woke ideology,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEUTRAL,Miscellaneous / Other, resource,1
899,f273bdf0-d3d4-4443-835e-3c1d5982389c,Quebec,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),Very connected,"We are a proud and strong country. 


",proud strong country,16,Nation & Independent & Proud & Strong,"nation, independent, proud, strong",POSITIVE,Canada & National Identity,nation,1
899,f273bdf0-d3d4-4443-835e-3c1d5982389c,Quebec,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),Very connected,"We are a proud and strong country. 


",proud strong country,16,Nation & Independent & Proud & Strong,"nation, independent, proud, strong",POSITIVE,Freedom & Sovereignty, independent,1
899,f273bdf0-d3d4-4443-835e-3c1d5982389c,Quebec,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),Very connected,"We are a proud and strong country. 


",proud strong country,16,Nation & Independent & Proud & Strong,"nation, independent, proud, strong",POSITIVE,Identity & Cultural Pride, proud,1
899,f273bdf0-d3d4-4443-835e-3c1d5982389c,Quebec,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),Very connected,"We are a proud and strong country. 


",proud strong country,16,Nation & Independent & Proud & Strong,"nation, independent, proud, strong",POSITIVE,Miscellaneous / Other, strong,1
900,72fc7f31-7ea2-4ef0-a797-a8e019c61dcb,Quebec,Suburban (residential area near a city),11–20 years,Millennial (born ~1981–1996),A little connected,Canadian and so much more,canadian much,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Canada & National Identity,canada,1
900,72fc7f31-7ea2-4ef0-a797-a8e019c61dcb,Quebec,Suburban (residential area near a city),11–20 years,Millennial (born ~1981–1996),A little connected,Canadian and so much more,canadian much,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Canada & National Identity, canadian,1
900,72fc7f31-7ea2-4ef0-a797-a8e019c61dcb,Quebec,Suburban (residential area near a city),11–20 years,Millennial (born ~1981–1996),A little connected,Canadian and so much more,canadian much,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Miscellaneous / Other, wa,1
900,72fc7f31-7ea2-4ef0-a797-a8e019c61dcb,Quebec,Suburban (residential area near a city),11–20 years,Millennial (born ~1981–1996),A little connected,Canadian and so much more,canadian much,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Miscellaneous / Other, value,1
901,e22e72b1-9a8b-416f-832b-81cfab0d684d,Quebec,Suburban (residential area near a city),20+ years,Millennial (born ~1981–1996),Somewhat connected,From socialism to freedom,socialism freedom,31,Freedom & Exists & Shall & Pas,"freedom, exists, shall, pas",NEUTRAL,Freedom & Sovereignty,freedom,1
901,e22e72b1-9a8b-416f-832b-81cfab0d684d,Quebec,Suburban (residential area near a city),20+ years,Millennial (born ~1981–1996),Somewhat connected,From socialism to freedom,socialism freedom,31,Freedom & Exists & Shall & Pas,"freedom, exists, shall, pas",NEUTRAL,Miscellaneous / Other, exists,1
901,e22e72b1-9a8b-416f-832b-81cfab0d684d,Quebec,Suburban (residential area near a city),20+ years,Millennial (born ~1981–1996),Somewhat connected,From socialism to freedom,socialism freedom,31,Freedom & Exists & Shall & Pas,"freedom, exists, shall, pas",NEUTRAL,Miscellaneous / Other, shall,1
901,e22e72b1-9a8b-416f-832b-81cfab0d684d,Quebec,Suburban (residential area near a city),20+ years,Millennial (born ~1981–1996),Somewhat connected,From socialism to freedom,socialism freedom,31,Freedom & Exists & Shall & Pas,"freedom, exists, shall, pas",NEUTRAL,Miscellaneous / Other, pas,1
902,3d2470c7-2955-4ff1-bc46-58608b2a03e2,Quebec,Urban (big city or downtown area),20+ years,Gen X (born ~1965–1980),Somewhat connected,Respect regardless of differences,respect regardless difference,1,Together & Reconciliation & Difference & Let,"together, reconciliation, difference, let",NEUTRAL,Miscellaneous / Other,together,1
902,3d2470c7-2955-4ff1-bc46-58608b2a03e2,Quebec,Urban (big city or downtown area),20+ years,Gen X (born ~1965–1980),Somewhat connected,Respect regardless of differences,respect regardless difference,1,Together & Reconciliation & Difference & Let,"together, reconciliation, difference, let",NEUTRAL,Miscellaneous / Other, reconciliation,1
902,3d2470c7-2955-4ff1-bc46-58608b2a03e2,Quebec,Urban (big city or downtown area),20+ years,Gen X (born ~1965–1980),Somewhat connected,Respect regardless of differences,respect regardless difference,1,Together & Reconciliation & Difference & Let,"together, reconciliation, difference, let",NEUTRAL,Miscellaneous / Other, difference,1
902,3d2470c7-2955-4ff1-bc46-58608b2a03e2,Quebec,Urban (big city or downtown area),20+ years,Gen X (born ~1965–1980),Somewhat connected,Respect regardless of differences,respect regardless difference,1,Together & Reconciliation & Difference & Let,"together, reconciliation, difference, let",NEUTRAL,Miscellaneous / Other, let,1
903,6eff5e2b-c0d1-4788-af9a-4a15a1bbbfa2,Quebec,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,""" You ain't seen nothing Yet!""",aunt seen nothing yet,41,Yet & See & Hot & Garage,"yet, see, hot, garage",NEUTRAL,Miscellaneous / Other,yet,1
903,6eff5e2b-c0d1-4788-af9a-4a15a1bbbfa2,Quebec,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,""" You ain't seen nothing Yet!""",aunt seen nothing yet,41,Yet & See & Hot & Garage,"yet, see, hot, garage",NEUTRAL,Miscellaneous / Other, see,1
903,6eff5e2b-c0d1-4788-af9a-4a15a1bbbfa2,Quebec,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,""" You ain't seen nothing Yet!""",aunt seen nothing yet,41,Yet & See & Hot & Garage,"yet, see, hot, garage",NEUTRAL,Miscellaneous / Other, hot,1
903,6eff5e2b-c0d1-4788-af9a-4a15a1bbbfa2,Quebec,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,""" You ain't seen nothing Yet!""",aunt seen nothing yet,41,Yet & See & Hot & Garage,"yet, see, hot, garage",NEUTRAL,Miscellaneous / Other, garage,1
904,da2c9fc1-62ed-477e-ac59-d1a2a06af931,Alberta,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Very connected,And then joined the USA for a better life,joined u better life,23,Sea & Breaking & Joined & Mold,"sea, breaking, joined, mold",POSITIVE,Miscellaneous / Other,sea,1
904,da2c9fc1-62ed-477e-ac59-d1a2a06af931,Alberta,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Very connected,And then joined the USA for a better life,joined u better life,23,Sea & Breaking & Joined & Mold,"sea, breaking, joined, mold",POSITIVE,Miscellaneous / Other, breaking,1
904,da2c9fc1-62ed-477e-ac59-d1a2a06af931,Alberta,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Very connected,And then joined the USA for a better life,joined u better life,23,Sea & Breaking & Joined & Mold,"sea, breaking, joined, mold",POSITIVE,Miscellaneous / Other, joined,1
904,da2c9fc1-62ed-477e-ac59-d1a2a06af931,Alberta,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Very connected,And then joined the USA for a better life,joined u better life,23,Sea & Breaking & Joined & Mold,"sea, breaking, joined, mold",POSITIVE,Miscellaneous / Other, mold,1
905,9d0f0d5a-6119-4293-9004-c93b9abaf452,Quebec,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,Standing for its people.,standing people,24,People & Acceptable & Accept & Warm,"people, acceptable, accept, warm",NEUTRAL,Miscellaneous / Other,people,1
905,9d0f0d5a-6119-4293-9004-c93b9abaf452,Quebec,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,Standing for its people.,standing people,24,People & Acceptable & Accept & Warm,"people, acceptable, accept, warm",NEUTRAL,Care & Fairness, acceptable,1
905,9d0f0d5a-6119-4293-9004-c93b9abaf452,Quebec,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,Standing for its people.,standing people,24,People & Acceptable & Accept & Warm,"people, acceptable, accept, warm",NEUTRAL,Care & Fairness, accept,1
905,9d0f0d5a-6119-4293-9004-c93b9abaf452,Quebec,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,Standing for its people.,standing people,24,People & Acceptable & Accept & Warm,"people, acceptable, accept, warm",NEUTRAL,War & Conflict, warm,1
906,1a47f85b-5e88-4b8e-b98c-981283d945ed,Ontario,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),A little connected,We’re not nearly as awful as the U.S.,nearly awful u,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEGATIVE,Canada & National Identity,nation,1
906,1a47f85b-5e88-4b8e-b98c-981283d945ed,Ontario,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),A little connected,We’re not nearly as awful as the U.S.,nearly awful u,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEGATIVE,Canada & National Identity, country,1
906,1a47f85b-5e88-4b8e-b98c-981283d945ed,Ontario,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),A little connected,We’re not nearly as awful as the U.S.,nearly awful u,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEGATIVE,Miscellaneous / Other, culture,1
906,1a47f85b-5e88-4b8e-b98c-981283d945ed,Ontario,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),A little connected,We’re not nearly as awful as the U.S.,nearly awful u,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEGATIVE,Miscellaneous / Other, resource,1
907,300c59cd-1be4-411a-9cd3-c9725a952288,Quebec,"Rural (small town, village, or countryside)",20+ years,Gen X (born ~1965–1980),Somewhat connected,"A country rich in culture, as we get to experience and learn from all our neighbors different backgrounds.",country rich culture get experience learn neighbor different background,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Canada & National Identity,nation,1
907,300c59cd-1be4-411a-9cd3-c9725a952288,Quebec,"Rural (small town, village, or countryside)",20+ years,Gen X (born ~1965–1980),Somewhat connected,"A country rich in culture, as we get to experience and learn from all our neighbors different backgrounds.",country rich culture get experience learn neighbor different background,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Canada & National Identity, country,1
907,300c59cd-1be4-411a-9cd3-c9725a952288,Quebec,"Rural (small town, village, or countryside)",20+ years,Gen X (born ~1965–1980),Somewhat connected,"A country rich in culture, as we get to experience and learn from all our neighbors different backgrounds.",country rich culture get experience learn neighbor different background,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Miscellaneous / Other, culture,1
907,300c59cd-1be4-411a-9cd3-c9725a952288,Quebec,"Rural (small town, village, or countryside)",20+ years,Gen X (born ~1965–1980),Somewhat connected,"A country rich in culture, as we get to experience and learn from all our neighbors different backgrounds.",country rich culture get experience learn neighbor different background,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Miscellaneous / Other, resource,1
908,47597f33-e354-41f0-bf75-0d144ce684e0,Newfoundland and Labrador,"Rural (small town, village, or countryside)",All my life,Millennial (born ~1981–1996),Somewhat connected,I honestly don’t know,honestly dont know,6,Know & Dont & Honestly,"know, dont, honestly, ",POSITIVE,Miscellaneous / Other,know,1
908,47597f33-e354-41f0-bf75-0d144ce684e0,Newfoundland and Labrador,"Rural (small town, village, or countryside)",All my life,Millennial (born ~1981–1996),Somewhat connected,I honestly don’t know,honestly dont know,6,Know & Dont & Honestly,"know, dont, honestly, ",POSITIVE,Miscellaneous / Other, dont,1
908,47597f33-e354-41f0-bf75-0d144ce684e0,Newfoundland and Labrador,"Rural (small town, village, or countryside)",All my life,Millennial (born ~1981–1996),Somewhat connected,I honestly don’t know,honestly dont know,6,Know & Dont & Honestly,"know, dont, honestly, ",POSITIVE,Miscellaneous / Other, honestly,1
909,5f4d1ce0-a653-4cb4-a822-e7094dba91f3,Quebec,Urban (big city or downtown area),11–20 years,Millennial (born ~1981–1996),Somewhat connected,United as one,united one,39,United & Remaining & Walk & One,"united, remaining, walk, one",NEUTRAL,Miscellaneous / Other,united,1
909,5f4d1ce0-a653-4cb4-a822-e7094dba91f3,Quebec,Urban (big city or downtown area),11–20 years,Millennial (born ~1981–1996),Somewhat connected,United as one,united one,39,United & Remaining & Walk & One,"united, remaining, walk, one",NEUTRAL,Miscellaneous / Other, remaining,1
909,5f4d1ce0-a653-4cb4-a822-e7094dba91f3,Quebec,Urban (big city or downtown area),11–20 years,Millennial (born ~1981–1996),Somewhat connected,United as one,united one,39,United & Remaining & Walk & One,"united, remaining, walk, one",NEUTRAL,Miscellaneous / Other, walk,1
909,5f4d1ce0-a653-4cb4-a822-e7094dba91f3,Quebec,Urban (big city or downtown area),11–20 years,Millennial (born ~1981–1996),Somewhat connected,United as one,united one,39,United & Remaining & Walk & One,"united, remaining, walk, one",NEUTRAL,Miscellaneous / Other, one,1
910,7c70f4f0-1b82-49de-b12f-fa316a2325cf,Prince Edward Island,Suburban (residential area near a city),All my life,Millennial (born ~1981–1996),A little connected,I don't know,dont know,6,Know & Dont & Honestly,"know, dont, honestly, ",NEUTRAL,Miscellaneous / Other,know,1
910,7c70f4f0-1b82-49de-b12f-fa316a2325cf,Prince Edward Island,Suburban (residential area near a city),All my life,Millennial (born ~1981–1996),A little connected,I don't know,dont know,6,Know & Dont & Honestly,"know, dont, honestly, ",NEUTRAL,Miscellaneous / Other, dont,1
910,7c70f4f0-1b82-49de-b12f-fa316a2325cf,Prince Edward Island,Suburban (residential area near a city),All my life,Millennial (born ~1981–1996),A little connected,I don't know,dont know,6,Know & Dont & Honestly,"know, dont, honestly, ",NEUTRAL,Miscellaneous / Other, honestly,1
911,e0e85a19-de0b-466b-a007-d434ccbea67a,British Columbia,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,Too much focus on the past and giving too much to special interest groups and cultures,much focus past giving special interest group culture,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Canada & National Identity,nation,1
911,e0e85a19-de0b-466b-a007-d434ccbea67a,British Columbia,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,Too much focus on the past and giving too much to special interest groups and cultures,much focus past giving special interest group culture,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Canada & National Identity, country,1
911,e0e85a19-de0b-466b-a007-d434ccbea67a,British Columbia,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,Too much focus on the past and giving too much to special interest groups and cultures,much focus past giving special interest group culture,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Miscellaneous / Other, culture,1
911,e0e85a19-de0b-466b-a007-d434ccbea67a,British Columbia,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,Too much focus on the past and giving too much to special interest groups and cultures,much focus past giving special interest group culture,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Miscellaneous / Other, resource,1
912,5b7c9828-1f7c-4b58-a1c9-7375e6be7a03,British Columbia,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),Somewhat connected,A place where everyone can live to their fullest potential and belong to something great.,place everyone live fullest potential belong something great,25,Place & Grow & Earth & Live,"place, grow, earth, live",POSITIVE,Miscellaneous / Other,place,1
912,5b7c9828-1f7c-4b58-a1c9-7375e6be7a03,British Columbia,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),Somewhat connected,A place where everyone can live to their fullest potential and belong to something great.,place everyone live fullest potential belong something great,25,Place & Grow & Earth & Live,"place, grow, earth, live",POSITIVE,Growth & Prosperity, grow,1
912,5b7c9828-1f7c-4b58-a1c9-7375e6be7a03,British Columbia,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),Somewhat connected,A place where everyone can live to their fullest potential and belong to something great.,place everyone live fullest potential belong something great,25,Place & Grow & Earth & Live,"place, grow, earth, live",POSITIVE,Environmental Concerns, earth,1
912,5b7c9828-1f7c-4b58-a1c9-7375e6be7a03,British Columbia,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),Somewhat connected,A place where everyone can live to their fullest potential and belong to something great.,place everyone live fullest potential belong something great,25,Place & Grow & Earth & Live,"place, grow, earth, live",POSITIVE,Miscellaneous / Other, live,1
913,1fe29410-053b-41c4-84b5-8fcc5aaa29d4,Saskatchewan,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,"I actually like Mark Carney's tagline - Humility, Ambition, and Unity.",actually like mark harness saline humility ambition unity,36,Saline & Would & Honest & Hard,"saline, would, honest, hard",NEUTRAL,Miscellaneous / Other,saline,1
913,1fe29410-053b-41c4-84b5-8fcc5aaa29d4,Saskatchewan,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,"I actually like Mark Carney's tagline - Humility, Ambition, and Unity.",actually like mark harness saline humility ambition unity,36,Saline & Would & Honest & Hard,"saline, would, honest, hard",NEUTRAL,Miscellaneous / Other, would,1
913,1fe29410-053b-41c4-84b5-8fcc5aaa29d4,Saskatchewan,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,"I actually like Mark Carney's tagline - Humility, Ambition, and Unity.",actually like mark harness saline humility ambition unity,36,Saline & Would & Honest & Hard,"saline, would, honest, hard",NEUTRAL,Miscellaneous / Other, honest,1
913,1fe29410-053b-41c4-84b5-8fcc5aaa29d4,Saskatchewan,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,"I actually like Mark Carney's tagline - Humility, Ambition, and Unity.",actually like mark harness saline humility ambition unity,36,Saline & Would & Honest & Hard,"saline, would, honest, hard",NEUTRAL,Miscellaneous / Other, hard,1
914,800ccc3b-93f1-4923-9505-955256dd4f51,British Columbia,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),Very connected,the country that gets things done and stays friendly,country get thing done stay friendly,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Canada & National Identity,nation,1
914,800ccc3b-93f1-4923-9505-955256dd4f51,British Columbia,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),Very connected,the country that gets things done and stays friendly,country get thing done stay friendly,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Canada & National Identity, country,1
